Data,Turma,Motivo
2/10/2011,Análise e desenvolvimento de sistemas 1,transferência de programação
2/10/2011,Análise e desenvolvimento de sistemas 3,reprovação por falta
2/10/2011,Designer 3,abandono sem justificativa
3/10/2011,Segurança da informação 4,motivo de saúde
3/10/2011,Designer 3,reprovação por falta
3/10/2011,Logistica 1,falecimento
3/10/2011,Segurança da informação 3,transferência de programação
3/10/2011,Jogos digitais 4,reprovação por falta
3/10/2011,Logistica 2,abandono sem justificativa
4/10/2011,Jogos digitais 5,motivo de saúde
4/10/2011,Gestão comercial 3,reprovação por falta
4/10/2011,Designer 4,falecimento
4/10/2011,Logistica 2,transferência de programação
4/10/2011,Jogos digitais 5,reprovação por falta
4/10/2011,Logistica 2,abandono sem justificativa
5/10/2011,Segurança da informação 1,motivo de saúde
5/10/2011,Jogos digitais 3,reprovação por falta
5/10/2011,Logistica 3,falecimento
5/10/2011,Jogos digitais 5,transferência de programação
5/10/2011,Segurança da informação 3,reprovação por falta
5/10/2011,Jogos digitais 4,abandono sem justificativa
6/10/2011,Segurança da informação 2,motivo de saúde
6/10/2011,Gestão comercial 4,reprovação por falta
6/10/2011,Designer 3,falecimento
6/10/2011,Jogos digitais 5,transferência de programação
6/10/2011,Segurança da informação 1,reprovação por falta
6/10/2011,Designer 4,abandono sem justificativa
7/10/2011,Designer 2,motivo de saúde
7/10/2011,Jogos digitais 4,reprovação por falta
7/10/2011,Jogos digitais 2,falecimento
7/10/2011,Jogos digitais 5,transferência de programação
7/10/2011,Logistica 3,reprovação por falta
7/10/2011,Gestão da Tecnologia da informação 4,abandono sem justificativa
8/10/2011,Jogos digitais 5,motivo de saúde
8/10/2011,Jogos digitais 1,reprovação por falta
8/10/2011,Designer 2,falecimento
8/10/2011,Designer 3,transferência de programação
8/10/2011,Jogos digitais 2,reprovação por falta
8/10/2011,Logistica 3,abandono sem justificativa
9/10/2011,Gestão comercial 4,motivo de saúde
9/10/2011,Segurança da informação 4,reprovação por falta
9/10/2011,Gestão da Tecnologia da informação 3,falecimento
9/10/2011,Gestão da Tecnologia da informação 2,transferência de programação
9/10/2011,Jogos digitais 3,reprovação por falta
9/10/2011,Segurança da informação 1,abandono sem justificativa
10/10/2011,Jogos digitais 1,motivo de saúde
10/10/2011,Segurança da informação 4,reprovação por falta
10/10/2011,Designer 2,falecimento
10/10/2011,Designer 1,transferência de programação
10/10/2011,Jogos digitais 1,reprovação por falta
10/10/2011,Gestão da Tecnologia da informação 2,abandono sem justificativa
11/10/2011,Jogos digitais 5,motivo de saúde
11/10/2011,Logistica 2,reprovação por falta
11/10/2011,Análise e desenvolvimento de sistemas 3,falecimento
11/10/2011,Jogos digitais 4,transferência de programação
11/10/2011,Logistica 3,reprovação por falta
11/10/2011,Gestão da Tecnologia da informação 1,abandono sem justificativa
12/10/2011,Análise e desenvolvimento de sistemas 3,motivo de saúde
12/10/2011,Gestão comercial 4,reprovação por falta
12/10/2011,Gestão da Tecnologia da informação 3,falecimento
12/10/2011,Segurança da informação 1,transferência de programação
12/10/2011,Gestão da Tecnologia da informação 1,reprovação por falta
12/10/2011,Designer 3,abandono sem justificativa
13/10/2011,Segurança da informação 4,motivo de saúde
13/10/2011,Análise e desenvolvimento de sistemas 2,reprovação por falta
13/10/2011,Análise e desenvolvimento de sistemas 2,falecimento
13/10/2011,Gestão comercial 3,transferência de programação
13/10/2011,Designer 2,reprovação por falta
13/10/2011,Gestão comercial 2,abandono sem justificativa
14/10/2011,Análise e desenvolvimento de sistemas 3,motivo de saúde
14/10/2011,Segurança da informação 3,reprovação por falta
14/10/2011,Logistica 2,falecimento
14/10/2011,Logistica 2,transferência de programação
14/10/2011,Designer 1,reprovação por falta
14/10/2011,Designer 1,abandono sem justificativa
15/10/2011,Designer 3,motivo de saúde
15/10/2011,Segurança da informação 4,reprovação por falta
15/10/2011,Gestão comercial 2,falecimento
15/10/2011,Gestão comercial 2,transferência de programação
15/10/2011,Jogos digitais 4,reprovação por falta
15/10/2011,Designer 1,abandono sem justificativa
16/10/2011,Segurança da informação 2,motivo de saúde
16/10/2011,Designer 3,reprovação por falta
16/10/2011,Gestão da Tecnologia da informação 1,falecimento
16/10/2011,Gestão comercial 2,transferência de programação
16/10/2011,Gestão da Tecnologia da informação 3,reprovação por falta
16/10/2011,Designer 4,abandono sem justificativa
17/10/2011,Designer 1,motivo de saúde
17/10/2011,Jogos digitais 1,reprovação por falta
17/10/2011,Logistica 4,falecimento
17/10/2011,Gestão comercial 4,transferência de programação
17/10/2011,Designer 3,reprovação por falta
17/10/2011,Jogos digitais 5,abandono sem justificativa
18/10/2011,Segurança da informação 1,motivo de saúde
18/10/2011,Gestão comercial 4,reprovação por falta
18/10/2011,Gestão da Tecnologia da informação 4,falecimento
18/10/2011,Análise e desenvolvimento de sistemas 1,transferência de programação
18/10/2011,Designer 2,reprovação por falta
18/10/2011,Análise e desenvolvimento de sistemas 1,abandono sem justificativa
19/10/2011,Logistica 1,motivo de saúde
19/10/2011,Gestão comercial 4,reprovação por falta
19/10/2011,Logistica 1,falecimento
19/10/2011,Logistica 2,transferência de programação
19/10/2011,Análise e desenvolvimento de sistemas 2,reprovação por falta
19/10/2011,Logistica 4,abandono sem justificativa
20/10/2011,Jogos digitais 3,motivo de saúde
20/10/2011,Jogos digitais 2,reprovação por falta
20/10/2011,Jogos digitais 3,falecimento
20/10/2011,Gestão da Tecnologia da informação 2,transferência de programação
20/10/2011,Análise e desenvolvimento de sistemas 3,reprovação por falta
20/10/2011,Gestão comercial 1,abandono sem justificativa
21/10/2011,Jogos digitais 2,motivo de saúde
21/10/2011,Designer 1,reprovação por falta
21/10/2011,Logistica 1,falecimento
21/10/2011,Jogos digitais 4,transferência de programação
21/10/2011,Análise e desenvolvimento de sistemas 3,reprovação por falta
21/10/2011,Jogos digitais 1,abandono sem justificativa
22/10/2011,Jogos digitais 3,motivo de saúde
22/10/2011,Designer 4,reprovação por falta
22/10/2011,Gestão comercial 1,falecimento
22/10/2011,Análise e desenvolvimento de sistemas 4,transferência de programação
22/10/2011,Gestão comercial 3,reprovação por falta
22/10/2011,Análise e desenvolvimento de sistemas 2,abandono sem justificativa
23/10/2011,Segurança da informação 4,motivo de saúde
23/10/2011,Jogos digitais 1,reprovação por falta
23/10/2011,Jogos digitais 3,falecimento
23/10/2011,Jogos digitais 5,transferência de programação
23/10/2011,Jogos digitais 4,reprovação por falta
23/10/2011,Gestão comercial 3,abandono sem justificativa
24/10/2011,Segurança da informação 2,motivo de saúde
24/10/2011,Gestão comercial 1,reprovação por falta
24/10/2011,Segurança da informação 1,falecimento
24/10/2011,Gestão da Tecnologia da informação 3,transferência de programação
24/10/2011,Segurança da informação 1,reprovação por falta
24/10/2011,Designer 1,abandono sem justificativa
25/10/2011,Análise e desenvolvimento de sistemas 3,motivo de saúde
25/10/2011,Gestão da Tecnologia da informação 1,reprovação por falta
25/10/2011,Logistica 3,falecimento
25/10/2011,Jogos digitais 4,transferência de programação
25/10/2011,Designer 4,reprovação por falta
25/10/2011,Gestão da Tecnologia da informação 4,abandono sem justificativa
26/10/2011,Designer 4,motivo de saúde
26/10/2011,Jogos digitais 2,reprovação por falta
26/10/2011,Designer 2,falecimento
26/10/2011,Jogos digitais 1,transferência de programação
26/10/2011,Designer 2,reprovação por falta
26/10/2011,Designer 3,abandono sem justificativa
27/10/2011,Designer 4,motivo de saúde
27/10/2011,Jogos digitais 3,reprovação por falta
27/10/2011,Gestão comercial 4,falecimento
27/10/2011,Gestão da Tecnologia da informação 3,transferência de programação
27/10/2011,Designer 2,reprovação por falta
27/10/2011,Designer 2,abandono sem justificativa
28/10/2011,Gestão da Tecnologia da informação 4,motivo de saúde
28/10/2011,Logistica 2,reprovação por falta
28/10/2011,Gestão comercial 1,falecimento
28/10/2011,Gestão comercial 3,transferência de programação
28/10/2011,Jogos digitais 2,reprovação por falta
28/10/2011,Análise e desenvolvimento de sistemas 2,abandono sem justificativa
29/10/2011,Segurança da informação 3,motivo de saúde
29/10/2011,Jogos digitais 3,reprovação por falta
29/10/2011,Jogos digitais 4,falecimento
29/10/2011,Segurança da informação 1,transferência de programação
29/10/2011,Logistica 4,reprovação por falta
29/10/2011,Jogos digitais 2,abandono sem justificativa
30/10/2011,Designer 1,motivo de saúde
30/10/2011,Análise e desenvolvimento de sistemas 4,reprovação por falta
30/10/2011,Gestão da Tecnologia da informação 3,falecimento
30/10/2011,Gestão da Tecnologia da informação 3,transferência de programação
30/10/2011,Segurança da informação 4,reprovação por falta
30/10/2011,Segurança da informação 4,abandono sem justificativa
31/10/2011,Segurança da informação 1,motivo de saúde
31/10/2011,Designer 2,reprovação por falta
31/10/2011,Logistica 2,falecimento
31/10/2011,Segurança da informação 4,transferência de programação
31/10/2011,Gestão da Tecnologia da informação 3,reprovação por falta
31/10/2011,Segurança da informação 1,abandono sem justificativa
1/11/2011,Análise e desenvolvimento de sistemas 1,motivo de saúde
1/11/2011,Logistica 3,reprovação por falta
1/11/2011,Designer 4,falecimento
1/11/2011,Gestão comercial 1,transferência de programação
1/11/2011,Gestão da Tecnologia da informação 3,reprovação por falta
1/11/2011,Logistica 3,abandono sem justificativa
2/11/2011,Jogos digitais 1,motivo de saúde
2/11/2011,Gestão comercial 1,reprovação por falta
2/11/2011,Segurança da informação 1,falecimento
2/11/2011,Gestão comercial 3,transferência de programação
2/11/2011,Designer 3,reprovação por falta
2/11/2011,Gestão da Tecnologia da informação 3,abandono sem justificativa
3/11/2011,Designer 2,motivo de saúde
3/11/2011,Logistica 4,reprovação por falta
3/11/2011,Gestão da Tecnologia da informação 2,falecimento
3/11/2011,Análise e desenvolvimento de sistemas 2,transferência de programação
3/11/2011,Segurança da informação 2,reprovação por falta
3/11/2011,Segurança da informação 2,abandono sem justificativa
4/11/2011,Jogos digitais 5,motivo de saúde
4/11/2011,Segurança da informação 1,reprovação por falta
4/11/2011,Jogos digitais 2,falecimento
4/11/2011,Análise e desenvolvimento de sistemas 1,transferência de programação
4/11/2011,Logistica 1,reprovação por falta
4/11/2011,Logistica 2,abandono sem justificativa
5/11/2011,Designer 4,motivo de saúde
5/11/2011,Gestão comercial 4,reprovação por falta
5/11/2011,Logistica 1,falecimento
5/11/2011,Análise e desenvolvimento de sistemas 3,transferência de programação
5/11/2011,Logistica 4,reprovação por falta
5/11/2011,Jogos digitais 5,abandono sem justificativa
6/11/2011,Análise e desenvolvimento de sistemas 4,motivo de saúde
6/11/2011,Segurança da informação 4,reprovação por falta
6/11/2011,Segurança da informação 3,falecimento
6/11/2011,Segurança da informação 4,transferência de programação
6/11/2011,Gestão da Tecnologia da informação 2,reprovação por falta
6/11/2011,Logistica 4,abandono sem justificativa
7/11/2011,Designer 4,motivo de saúde
7/11/2011,Análise e desenvolvimento de sistemas 2,reprovação por falta
7/11/2011,Logistica 3,falecimento
7/11/2011,Designer 2,transferência de programação
7/11/2011,Jogos digitais 5,reprovação por falta
7/11/2011,Designer 3,abandono sem justificativa
8/11/2011,Designer 1,motivo de saúde
8/11/2011,Segurança da informação 1,reprovação por falta
8/11/2011,Análise e desenvolvimento de sistemas 3,falecimento
8/11/2011,Gestão comercial 4,transferência de programação
8/11/2011,Gestão da Tecnologia da informação 4,reprovação por falta
8/11/2011,Gestão comercial 4,abandono sem justificativa
9/11/2011,Análise e desenvolvimento de sistemas 3,motivo de saúde
9/11/2011,Designer 1,reprovação por falta
9/11/2011,Logistica 1,falecimento
9/11/2011,Logistica 4,transferência de programação
9/11/2011,Análise e desenvolvimento de sistemas 4,reprovação por falta
9/11/2011,Análise e desenvolvimento de sistemas 4,abandono sem justificativa
10/11/2011,Gestão comercial 3,motivo de saúde
10/11/2011,Logistica 4,reprovação por falta
10/11/2011,Gestão da Tecnologia da informação 1,falecimento
10/11/2011,Segurança da informação 3,transferência de programação
10/11/2011,Designer 4,reprovação por falta
10/11/2011,Gestão da Tecnologia da informação 2,abandono sem justificativa
11/11/2011,Segurança da informação 1,motivo de saúde
11/11/2011,Jogos digitais 5,reprovação por falta
11/11/2011,Jogos digitais 4,falecimento
11/11/2011,Jogos digitais 2,transferência de programação
11/11/2011,Jogos digitais 5,reprovação por falta
11/11/2011,Gestão comercial 4,abandono sem justificativa
12/11/2011,Segurança da informação 4,motivo de saúde
12/11/2011,Logistica 1,reprovação por falta
12/11/2011,Logistica 3,falecimento
12/11/2011,Logistica 2,transferência de programação
12/11/2011,Gestão comercial 2,reprovação por falta
12/11/2011,Logistica 1,abandono sem justificativa
13/11/2011,Análise e desenvolvimento de sistemas 4,motivo de saúde
13/11/2011,Segurança da informação 2,reprovação por falta
13/11/2011,Análise e desenvolvimento de sistemas 4,falecimento
13/11/2011,Gestão comercial 1,transferência de programação
13/11/2011,Logistica 1,reprovação por falta
13/11/2011,Logistica 2,abandono sem justificativa
14/11/2011,Jogos digitais 3,motivo de saúde
14/11/2011,Análise e desenvolvimento de sistemas 1,reprovação por falta
14/11/2011,Gestão comercial 1,falecimento
14/11/2011,Logistica 1,transferência de programação
14/11/2011,Gestão da Tecnologia da informação 3,reprovação por falta
14/11/2011,Análise e desenvolvimento de sistemas 1,abandono sem justificativa
15/11/2011,Logistica 3,motivo de saúde
15/11/2011,Gestão da Tecnologia da informação 3,reprovação por falta
15/11/2011,Jogos digitais 5,falecimento
15/11/2011,Designer 4,transferência de programação
15/11/2011,Segurança da informação 2,reprovação por falta
15/11/2011,Designer 2,abandono sem justificativa
16/11/2011,Segurança da informação 2,motivo de saúde
16/11/2011,Jogos digitais 1,reprovação por falta
16/11/2011,Gestão da Tecnologia da informação 2,falecimento
16/11/2011,Jogos digitais 3,transferência de programação
16/11/2011,Gestão da Tecnologia da informação 4,reprovação por falta
16/11/2011,Análise e desenvolvimento de sistemas 4,abandono sem justificativa
17/11/2011,Gestão comercial 2,motivo de saúde
17/11/2011,Logistica 2,reprovação por falta
17/11/2011,Jogos digitais 1,falecimento
17/11/2011,Análise e desenvolvimento de sistemas 4,transferência de programação
17/11/2011,Análise e desenvolvimento de sistemas 3,reprovação por falta
18/11/2011,Logistica 4,motivo de saúde
18/11/2011,Jogos digitais 5,reprovação por falta
18/11/2011,Gestão da Tecnologia da informação 4,falecimento
18/11/2011,Designer 2,transferência de programação
18/11/2011,Jogos digitais 3,reprovação por falta
19/11/2011,Segurança da informação 1,dificuldades financeiras
19/11/2011,Análise e desenvolvimento de sistemas 2,motivo de saúde
19/11/2011,Designer 3,reprovação por falta
19/11/2011,Análise e desenvolvimento de sistemas 3,falecimento
19/11/2011,Gestão comercial 3,transferência de programação
19/11/2011,Gestão comercial 1,reprovação por falta
20/11/2011,Jogos digitais 4,dificuldades financeiras
20/11/2011,Segurança da informação 2,motivo de saúde
20/11/2011,Gestão da Tecnologia da informação 4,reprovação por falta
20/11/2011,Segurança da informação 1,falecimento
20/11/2011,Segurança da informação 1,transferência de programação
20/11/2011,Jogos digitais 4,reprovação por falta
21/11/2011,Designer 4,dificuldades financeiras
21/11/2011,Análise e desenvolvimento de sistemas 3,motivo de saúde
21/11/2011,Gestão da Tecnologia da informação 1,reprovação por falta
21/11/2011,Segurança da informação 2,falecimento
21/11/2011,Designer 1,transferência de programação
21/11/2011,Jogos digitais 1,reprovação por falta
22/11/2011,Gestão da Tecnologia da informação 2,dificuldades financeiras
22/11/2011,Segurança da informação 2,motivo de saúde
22/11/2011,Logistica 3,reprovação por falta
22/11/2011,Segurança da informação 1,falecimento
22/11/2011,Jogos digitais 5,transferência de programação
22/11/2011,Segurança da informação 4,reprovação por falta
23/11/2011,Logistica 2,dificuldades financeiras
23/11/2011,Gestão da Tecnologia da informação 4,motivo de saúde
23/11/2011,Análise e desenvolvimento de sistemas 2,reprovação por falta
23/11/2011,Gestão da Tecnologia da informação 2,falecimento
23/11/2011,Gestão comercial 3,transferência de programação
23/11/2011,Análise e desenvolvimento de sistemas 4,reprovação por falta
24/11/2011,Gestão comercial 1,dificuldades financeiras
24/11/2011,Designer 4,motivo de saúde
24/11/2011,Segurança da informação 1,reprovação por falta
24/11/2011,Gestão da Tecnologia da informação 3,falecimento
24/11/2011,Segurança da informação 1,transferência de programação
24/11/2011,Segurança da informação 1,reprovação por falta
25/11/2011,Designer 1,dificuldades financeiras
25/11/2011,Jogos digitais 3,motivo de saúde
25/11/2011,Segurança da informação 3,reprovação por falta
25/11/2011,Jogos digitais 4,falecimento
25/11/2011,Gestão da Tecnologia da informação 3,transferência de programação
25/11/2011,Jogos digitais 1,reprovação por falta
26/11/2011,Designer 1,dificuldades financeiras
26/11/2011,Gestão comercial 4,motivo de saúde
26/11/2011,Jogos digitais 2,reprovação por falta
26/11/2011,Jogos digitais 1,falecimento
26/11/2011,Jogos digitais 5,transferência de programação
26/11/2011,Gestão comercial 3,reprovação por falta
27/11/2011,Gestão comercial 2,dificuldades financeiras
27/11/2011,Gestão da Tecnologia da informação 2,motivo de saúde
27/11/2011,Logistica 2,reprovação por falta
27/11/2011,Gestão comercial 1,falecimento
27/11/2011,Gestão comercial 2,transferência de programação
27/11/2011,Gestão da Tecnologia da informação 4,reprovação por falta
28/11/2011,Logistica 3,dificuldades financeiras
28/11/2011,Gestão da Tecnologia da informação 3,motivo de saúde
28/11/2011,Gestão da Tecnologia da informação 1,reprovação por falta
28/11/2011,Análise e desenvolvimento de sistemas 2,falecimento
28/11/2011,Análise e desenvolvimento de sistemas 2,transferência de programação
28/11/2011,Gestão da Tecnologia da informação 1,reprovação por falta
29/11/2011,Gestão comercial 4,dificuldades financeiras
29/11/2011,Jogos digitais 2,motivo de saúde
29/11/2011,Designer 1,reprovação por falta
29/11/2011,Análise e desenvolvimento de sistemas 4,falecimento
29/11/2011,Segurança da informação 2,transferência de programação
29/11/2011,Análise e desenvolvimento de sistemas 2,reprovação por falta
30/11/2011,Segurança da informação 1,dificuldades financeiras
30/11/2011,Jogos digitais 2,motivo de saúde
30/11/2011,Gestão da Tecnologia da informação 2,reprovação por falta
30/11/2011,Designer 4,falecimento
30/11/2011,Segurança da informação 2,transferência de programação
30/11/2011,Logistica 1,reprovação por falta
1/12/2011,Análise e desenvolvimento de sistemas 4,dificuldades financeiras
1/12/2011,Gestão da Tecnologia da informação 4,motivo de saúde
1/12/2011,Jogos digitais 4,reprovação por falta
1/12/2011,Segurança da informação 1,falecimento
1/12/2011,Jogos digitais 1,transferência de programação
1/12/2011,Gestão da Tecnologia da informação 2,reprovação por falta
2/12/2011,Segurança da informação 3,dificuldades financeiras
2/12/2011,Designer 4,motivo de saúde
2/12/2011,Designer 2,reprovação por falta
2/12/2011,Gestão da Tecnologia da informação 1,falecimento
2/12/2011,Gestão comercial 3,transferência de programação
2/12/2011,Segurança da informação 4,reprovação por falta
3/12/2011,Designer 4,dificuldades financeiras
3/12/2011,Análise e desenvolvimento de sistemas 2,motivo de saúde
3/12/2011,Gestão comercial 4,reprovação por falta
3/12/2011,Jogos digitais 2,falecimento
3/12/2011,Jogos digitais 2,transferência de programação
3/12/2011,Análise e desenvolvimento de sistemas 3,reprovação por falta
4/12/2011,Gestão comercial 3,dificuldades financeiras
4/12/2011,Gestão da Tecnologia da informação 4,motivo de saúde
4/12/2011,Análise e desenvolvimento de sistemas 2,reprovação por falta
4/12/2011,Jogos digitais 4,falecimento
4/12/2011,Designer 2,transferência de programação
4/12/2011,Jogos digitais 3,reprovação por falta
5/12/2011,Gestão da Tecnologia da informação 3,dificuldades financeiras
5/12/2011,Gestão da Tecnologia da informação 2,motivo de saúde
5/12/2011,Segurança da informação 3,reprovação por falta
5/12/2011,Análise e desenvolvimento de sistemas 1,falecimento
5/12/2011,Gestão comercial 4,transferência de programação
5/12/2011,Segurança da informação 3,reprovação por falta
6/12/2011,Jogos digitais 1,dificuldades financeiras
6/12/2011,Jogos digitais 4,motivo de saúde
6/12/2011,Logistica 3,reprovação por falta
6/12/2011,Gestão comercial 2,falecimento
6/12/2011,Logistica 4,transferência de programação
6/12/2011,Gestão comercial 1,reprovação por falta
7/12/2011,Designer 4,dificuldades financeiras
7/12/2011,Segurança da informação 1,motivo de saúde
7/12/2011,Logistica 2,reprovação por falta
7/12/2011,Logistica 2,falecimento
7/12/2011,Gestão da Tecnologia da informação 1,transferência de programação
7/12/2011,Gestão da Tecnologia da informação 3,reprovação por falta
8/12/2011,Análise e desenvolvimento de sistemas 3,dificuldades financeiras
8/12/2011,Gestão comercial 1,motivo de saúde
8/12/2011,Logistica 2,reprovação por falta
8/12/2011,Análise e desenvolvimento de sistemas 1,falecimento
8/12/2011,Logistica 2,transferência de programação
8/12/2011,Logistica 4,reprovação por falta
9/12/2011,Segurança da informação 2,dificuldades financeiras
9/12/2011,Análise e desenvolvimento de sistemas 3,motivo de saúde
9/12/2011,Jogos digitais 5,reprovação por falta
9/12/2011,Gestão comercial 1,falecimento
9/12/2011,Gestão da Tecnologia da informação 3,transferência de programação
9/12/2011,Gestão da Tecnologia da informação 1,reprovação por falta
10/12/2011,Segurança da informação 4,dificuldades financeiras
10/12/2011,Jogos digitais 3,motivo de saúde
10/12/2011,Logistica 1,reprovação por falta
10/12/2011,Logistica 1,falecimento
10/12/2011,Designer 3,transferência de programação
10/12/2011,Segurança da informação 2,reprovação por falta
11/12/2011,Jogos digitais 2,dificuldades financeiras
11/12/2011,Gestão comercial 3,motivo de saúde
11/12/2011,Logistica 2,reprovação por falta
11/12/2011,Jogos digitais 1,falecimento
11/12/2011,Jogos digitais 3,transferência de programação
11/12/2011,Jogos digitais 3,reprovação por falta
12/12/2011,Designer 3,dificuldades financeiras
12/12/2011,Gestão da Tecnologia da informação 2,motivo de saúde
12/12/2011,Designer 1,reprovação por falta
12/12/2011,Segurança da informação 4,falecimento
12/12/2011,Análise e desenvolvimento de sistemas 1,transferência de programação
12/12/2011,Gestão comercial 1,reprovação por falta
13/12/2011,Designer 2,dificuldades financeiras
13/12/2011,Gestão comercial 3,motivo de saúde
13/12/2011,Logistica 2,reprovação por falta
13/12/2011,Designer 1,falecimento
13/12/2011,Jogos digitais 4,transferência de programação
13/12/2011,Segurança da informação 4,reprovação por falta
14/12/2011,Gestão comercial 2,dificuldades financeiras
14/12/2011,Gestão da Tecnologia da informação 3,motivo de saúde
14/12/2011,Gestão comercial 3,reprovação por falta
14/12/2011,Jogos digitais 1,falecimento
14/12/2011,Jogos digitais 2,transferência de programação
14/12/2011,Designer 1,reprovação por falta
15/12/2011,Gestão comercial 2,dificuldades financeiras
15/12/2011,Gestão comercial 3,motivo de saúde
15/12/2011,Segurança da informação 1,reprovação por falta
15/12/2011,Segurança da informação 4,falecimento
15/12/2011,Gestão comercial 4,transferência de programação
15/12/2011,Gestão comercial 3,reprovação por falta
16/12/2011,Análise e desenvolvimento de sistemas 1,dificuldades financeiras
16/12/2011,Logistica 3,motivo de saúde
16/12/2011,Segurança da informação 1,reprovação por falta
16/12/2011,Jogos digitais 1,falecimento
16/12/2011,Designer 2,transferência de programação
16/12/2011,Análise e desenvolvimento de sistemas 3,reprovação por falta
17/12/2011,Logistica 4,dificuldades financeiras
17/12/2011,Jogos digitais 2,motivo de saúde
17/12/2011,Gestão da Tecnologia da informação 3,reprovação por falta
17/12/2011,Análise e desenvolvimento de sistemas 1,falecimento
17/12/2011,Gestão comercial 2,transferência de programação
17/12/2011,Gestão comercial 2,reprovação por falta
18/12/2011,Gestão da Tecnologia da informação 2,dificuldades financeiras
18/12/2011,Gestão da Tecnologia da informação 1,motivo de saúde
18/12/2011,Análise e desenvolvimento de sistemas 3,reprovação por falta
18/12/2011,Jogos digitais 3,falecimento
18/12/2011,Gestão comercial 4,transferência de programação
18/12/2011,Análise e desenvolvimento de sistemas 1,reprovação por falta
19/12/2011,Jogos digitais 4,dificuldades financeiras
19/12/2011,Gestão da Tecnologia da informação 3,motivo de saúde
19/12/2011,Gestão comercial 4,reprovação por falta
19/12/2011,Segurança da informação 4,falecimento
19/12/2011,Gestão comercial 2,transferência de programação
20/12/2011,Designer 1,dificuldades financeiras
20/12/2011,Gestão comercial 4,motivo de saúde
20/12/2011,Jogos digitais 3,reprovação por falta
20/12/2011,Jogos digitais 4,falecimento
20/12/2011,Designer 1,transferência de programação
21/12/2011,Gestão da Tecnologia da informação 3,não se identificou com o curso
21/12/2011,Designer 1,dificuldades financeiras
21/12/2011,Designer 2,motivo de saúde
21/12/2011,Segurança da informação 4,reprovação por falta
21/12/2011,Gestão da Tecnologia da informação 3,falecimento
21/12/2011,Gestão da Tecnologia da informação 4,transferência de programação
22/12/2011,Jogos digitais 4,não se identificou com o curso
22/12/2011,Gestão comercial 3,dificuldades financeiras
22/12/2011,Análise e desenvolvimento de sistemas 1,motivo de saúde
22/12/2011,Designer 3,reprovação por falta
22/12/2011,Análise e desenvolvimento de sistemas 3,falecimento
22/12/2011,Jogos digitais 4,transferência de programação
23/12/2011,Segurança da informação 4,não se identificou com o curso
23/12/2011,Gestão comercial 2,dificuldades financeiras
23/12/2011,Designer 1,motivo de saúde
23/12/2011,Gestão comercial 3,reprovação por falta
23/12/2011,Designer 1,falecimento
23/12/2011,Segurança da informação 2,transferência de programação
24/12/2011,Jogos digitais 1,não se identificou com o curso
24/12/2011,Análise e desenvolvimento de sistemas 3,dificuldades financeiras
24/12/2011,Gestão da Tecnologia da informação 2,motivo de saúde
24/12/2011,Logistica 4,reprovação por falta
24/12/2011,Segurança da informação 3,falecimento
24/12/2011,Gestão da Tecnologia da informação 1,transferência de programação
25/12/2011,Gestão comercial 4,não se identificou com o curso
25/12/2011,Designer 1,dificuldades financeiras
25/12/2011,Segurança da informação 2,motivo de saúde
25/12/2011,Logistica 1,reprovação por falta
25/12/2011,Gestão da Tecnologia da informação 4,falecimento
25/12/2011,Gestão comercial 1,transferência de programação
26/12/2011,Logistica 4,não se identificou com o curso
26/12/2011,Logistica 3,dificuldades financeiras
26/12/2011,Gestão comercial 2,motivo de saúde
26/12/2011,Gestão comercial 1,reprovação por falta
26/12/2011,Designer 3,falecimento
26/12/2011,Jogos digitais 1,transferência de programação
27/12/2011,Gestão comercial 2,não se identificou com o curso
27/12/2011,Jogos digitais 4,dificuldades financeiras
27/12/2011,Gestão comercial 4,motivo de saúde
27/12/2011,Jogos digitais 2,reprovação por falta
27/12/2011,Logistica 1,falecimento
27/12/2011,Segurança da informação 2,transferência de programação
28/12/2011,Segurança da informação 3,não se identificou com o curso
28/12/2011,Logistica 1,dificuldades financeiras
28/12/2011,Segurança da informação 3,motivo de saúde
28/12/2011,Segurança da informação 2,reprovação por falta
28/12/2011,Segurança da informação 4,falecimento
28/12/2011,Jogos digitais 1,transferência de programação
29/12/2011,Análise e desenvolvimento de sistemas 4,não se identificou com o curso
29/12/2011,Logistica 4,dificuldades financeiras
29/12/2011,Jogos digitais 4,motivo de saúde
29/12/2011,Jogos digitais 1,reprovação por falta
29/12/2011,Gestão da Tecnologia da informação 3,falecimento
29/12/2011,Segurança da informação 3,transferência de programação
30/12/2011,Designer 4,não se identificou com o curso
30/12/2011,Análise e desenvolvimento de sistemas 3,dificuldades financeiras
30/12/2011,Jogos digitais 5,motivo de saúde
30/12/2011,Gestão da Tecnologia da informação 2,reprovação por falta
30/12/2011,Análise e desenvolvimento de sistemas 1,falecimento
30/12/2011,Logistica 2,transferência de programação
31/12/2011,Segurança da informação 3,não se identificou com o curso
31/12/2011,Análise e desenvolvimento de sistemas 3,dificuldades financeiras
31/12/2011,Logistica 2,motivo de saúde
31/12/2011,Gestão comercial 3,reprovação por falta
31/12/2011,Gestão da Tecnologia da informação 2,falecimento
31/12/2011,Segurança da informação 3,transferência de programação
1/1/2012,Jogos digitais 4,não se identificou com o curso
1/1/2012,Logistica 4,dificuldades financeiras
1/1/2012,Jogos digitais 4,motivo de saúde
1/1/2012,Análise e desenvolvimento de sistemas 3,reprovação por falta
1/1/2012,Jogos digitais 2,falecimento
